Date,Temperature_2m,Relative_Humidity_2m,Precipitation
2022-09-20,24.71,89.47,2.72
2022-09-21,25.01,88.55,2.55
2022-09-22,24.99,90.74,7.06
2022-09-23,25.07,92.24,5.79
2022-09-24,25.3,89.8,6.88
2022-09-25,25.3,89.99,5.17
2022-09-26,25.29,90.58,26.81
2022-09-27,24.83,91.42,10.4
2022-09-28,24.65,92.23,14.33
2022-09-29,25.25,87.37,2.89
2022-09-30,25.31,88.61,3.93
2022-10-01,25.18,90.86,18.91
2022-10-02,25.23,90.11,3.9
2022-10-03,25.39,89.77,1.6
2022-10-04,25.5,89.55,1.33
2022-10-05,25.55,89.0,2.04
2022-10-06,25.7,88.32,4.02
2022-10-07,25.44,88.45,3.48
2022-10-08,25.5,86.73,2.48
2022-10-09,25.6,87.64,9.58
2022-10-10,25.35,89.57,5.99
2022-10-11,25.51,87.34,2.75
2022-10-12,26.27,85.23,3.43
2022-10-13,26.35,87.56,4.99
2022-10-14,25.95,88.76,6.98
2022-10-15,26.09,88.03,4.36
2022-10-16,25.97,88.24,5.56
2022-10-17,26.21,86.38,1.41
2022-10-18,26.36,88.28,7.56
2022-10-19,26.19,88.95,6.48
2022-10-20,26.62,87.44,7.3
2022-10-21,26.63,88.13,12.53
2022-10-22,26.75,87.06,6.25
2022-10-23,26.62,88.1,6.72
2022-10-24,26.75,88.01,7.72
2022-10-25,26.27,87.98,16.81
2022-10-26,26.52,85.14,0.78
2022-10-27,26.87,87.7,3.22
2022-10-28,26.99,88.68,2.69
2022-10-29,27.03,87.7,4.0
2022-10-30,26.92,85.75,3.06
2022-10-31,26.91,83.83,2.5
2022-11-01,27.01,84.09,3.72
2022-11-02,26.61,80.93,3.55
2022-11-03,26.76,84.05,0.76
2022-11-04,26.57,85.88,1.13
2022-11-05,26.55,85.93,1.1
2022-11-06,27.1,84.85,2.46
2022-11-07,27.45,80.99,1.31
2022-11-08,27.48,84.37,3.18
2022-11-09,27.03,87.49,6.1
2022-11-10,26.84,88.06,4.4
2022-11-11,26.68,87.78,6.03
2022-11-12,26.09,86.67,3.1
2022-11-13,26.4,80.63,1.57
2022-11-14,26.77,82.2,2.3
2022-11-15,26.88,83.96,2.54
2022-11-16,27.0,83.36,2.74
2022-11-17,26.38,86.75,3.28
2022-11-18,26.77,83.71,2.99
2022-11-19,26.85,84.8,6.74
2022-11-20,26.43,85.97,6.92
2022-11-21,26.86,84.66,6.89
2022-11-22,26.87,85.53,2.19
2022-11-23,26.96,83.35,1.22
2022-11-24,27.18,82.85,1.8
2022-11-25,27.33,83.83,1.31
2022-11-26,27.04,85.67,2.82
2022-11-27,27.03,85.56,1.92
2022-11-28,26.68,86.74,3.47
2022-11-29,26.78,85.22,1.94
2022-11-30,26.87,84.37,0.69
2022-12-01,26.75,86.21,8.77
2022-12-02,26.58,85.21,7.31
2022-12-03,26.29,86.31,9.16
2022-12-04,26.51,85.52,2.18
2022-12-05,26.59,88.25,2.79
2022-12-06,26.88,87.58,5.14
2022-12-07,26.82,83.71,0.94
2022-12-08,27.07,82.94,0.56
2022-12-09,27.06,82.58,0.3
2022-12-10,26.94,83.61,0.29
2022-12-11,26.62,88.09,1.32
2022-12-12,26.45,88.37,0.82
2022-12-13,26.71,84.53,0.3
2022-12-14,27.38,82.68,0.5
2022-12-15,26.7,86.25,1.15
2022-12-16,26.81,85.44,1.59
2022-12-17,26.65,87.54,0.92
2022-12-18,26.9,84.84,1.09
2022-12-19,27.26,80.65,0.71
2022-12-20,26.68,80.58,0.92
2022-12-21,26.3,78.76,0.45
2022-12-22,26.99,82.0,1.26
2022-12-23,26.3,78.51,0.14
2022-12-24,26.51,72.9,0.16
2022-12-25,26.52,61.81,0.01
2022-12-26,26.66,63.18,0.0
2022-12-27,27.03,72.28,0.0
2022-12-28,26.85,75.17,0.0
2022-12-29,27.15,77.57,0.01
2022-12-30,27.22,76.41,0.02
2022-12-31,26.61,74.4,0.03
2023-01-01,27.0,69.88,0.02
2023-01-02,26.88,62.71,0.04
2023-01-03,26.42,66.13,0.01
2023-01-04,27.1,67.1,0.05
2023-01-05,26.92,71.84,0.2
2023-01-06,27.15,81.62,0.08
2023-01-07,27.53,81.17,0.11
2023-01-08,27.45,80.28,0.14
2023-01-09,27.44,82.08,0.06
2023-01-10,27.28,83.85,0.09
2023-01-11,27.25,81.19,0.19
2023-01-12,26.64,79.35,0.29
2023-01-13,27.66,77.34,0.16
2023-01-14,27.6,65.04,0.16
2023-01-15,27.28,80.23,0.13
2023-01-16,27.36,79.48,0.28
2023-01-17,27.62,79.97,0.29
2023-01-18,27.55,82.0,0.3
2023-01-19,27.73,81.16,0.41
2023-01-20,27.38,84.79,0.2
2023-01-21,27.51,84.5,2.98
2023-01-22,27.57,85.14,4.67
2023-01-23,27.32,85.28,4.1
2023-01-24,27.59,82.86,2.17
2023-01-25,27.79,81.81,1.55
2023-01-26,27.27,85.74,3.05
2023-01-27,27.75,79.02,1.6
2023-01-28,26.9,85.09,2.14
2023-01-29,26.74,85.46,1.3
2023-01-30,26.81,84.24,2.4
2023-01-31,27.25,81.76,1.1
2023-02-01,27.38,82.79,0.2
2023-02-02,27.49,82.51,0.4
2023-02-03,27.67,81.17,0.68
2023-02-04,27.92,82.05,1.98
2023-02-05,27.11,84.14,11.75
2023-02-06,27.31,80.68,1.42
2023-02-07,27.36,78.21,0.39
2023-02-08,27.23,83.1,1.26
2023-02-09,27.62,82.99,0.81
2023-02-10,28.12,82.25,0.1
2023-02-11,28.15,83.29,0.09
2023-02-12,28.12,83.65,0.21
2023-02-13,27.82,85.56,0.14
2023-02-14,27.89,84.62,0.24
2023-02-15,27.96,82.42,0.23
2023-02-16,28.1,79.27,0.26
2023-02-17,27.86,78.98,0.07
2023-02-18,27.72,74.86,0.0
2023-02-19,27.3,80.13,0.0
2023-02-20,28.0,82.83,0.03
2023-02-21,27.88,85.89,0.09
2023-02-22,28.02,84.42,0.17
2023-02-23,28.15,82.23,0.26
2023-02-24,27.93,82.73,0.23
2023-02-25,27.71,83.98,2.91
2023-02-26,28.38,76.89,2.33
2023-02-27,28.08,82.06,1.65
2023-02-28,27.95,83.8,3.83
2023-03-01,28.52,74.37,3.7
2023-03-02,28.03,83.92,7.68
2023-03-03,28.0,85.29,6.49
2023-03-04,27.51,85.69,4.78
2023-03-05,28.05,78.27,2.04
2023-03-06,27.92,83.88,5.77
2023-03-07,27.45,84.06,14.05
2023-03-08,28.23,82.72,2.59
2023-03-09,28.09,83.82,6.52
2023-03-10,28.15,82.45,2.77
2023-03-11,27.77,87.47,12.7
2023-03-12,27.69,77.37,0.88
2023-03-13,28.29,77.47,0.56
2023-03-14,28.26,82.15,1.05
2023-03-15,28.1,81.58,1.48
2023-03-16,27.87,84.09,2.55
2023-03-17,27.58,84.1,4.44
2023-03-18,27.36,82.31,6.8
2023-03-19,27.93,75.58,0.71
2023-03-20,28.01,79.77,3.07
2023-03-21,28.07,80.93,3.23
2023-03-22,27.52,79.47,10.74
2023-03-23,27.78,77.25,1.85
2023-03-24,26.02,87.3,37.58
2023-03-25,27.35,80.18,1.17
2023-03-26,27.49,80.1,3.37
2023-03-27,27.33,81.88,3.05
2023-03-28,27.58,80.8,1.05
2023-03-29,27.53,84.6,2.5
2023-03-30,27.71,85.42,2.95
2023-03-31,27.86,81.57,4.69
2023-04-01,27.91,75.43,0.91
2023-04-02,27.72,84.35,2.53
2023-04-03,27.5,83.48,3.57
2023-04-04,27.92,80.24,1.46
2023-04-05,28.35,81.03,1.28
2023-04-06,28.24,82.71,3.82
2023-04-07,27.83,84.86,7.53
2023-04-08,27.63,85.67,12.83
2023-04-09,27.02,85.17,8.42
2023-04-10,27.69,83.58,1.41
2023-04-11,27.94,83.65,3.21
2023-04-12,27.3,85.15,6.66
2023-04-13,27.68,84.89,7.33
2023-04-14,27.96,86.19,10.28
2023-04-15,27.79,88.52,11.72
2023-04-16,27.85,83.55,7.14
2023-04-17,27.79,84.58,6.83
2023-04-18,27.96,84.95,6.8
2023-04-19,27.61,86.78,16.64
2023-04-20,27.35,85.01,4.28
2023-04-21,27.46,84.84,1.53
2023-04-22,28.1,84.65,3.55
2023-04-23,28.0,87.88,7.15
2023-04-24,27.92,83.59,9.32
2023-04-25,27.71,85.03,6.01
2023-04-26,27.37,87.13,3.36
2023-04-27,26.91,85.52,8.18
2023-04-28,27.22,82.43,0.41
2023-04-29,26.96,85.93,39.88
2023-04-30,26.82,81.17,18.21
2023-05-01,27.44,83.2,3.94
2023-05-02,27.6,83.56,1.96
2023-05-03,27.66,82.75,5.63
2023-05-04,27.73,82.86,4.43
2023-05-05,27.72,83.54,2.57
2023-05-06,27.49,85.62,6.52
2023-05-07,27.61,80.04,2.65
2023-05-08,27.96,82.66,3.21
2023-05-09,28.01,84.01,5.09
2023-05-10,28.04,87.78,8.13
2023-05-11,28.0,86.66,7.43
2023-05-12,27.93,85.36,14.38
2023-05-13,28.36,85.3,5.8
2023-05-14,28.25,87.86,12.23
2023-05-15,27.73,88.31,12.94
2023-05-16,27.77,85.59,11.93
2023-05-17,28.01,85.46,6.82
2023-05-18,28.0,85.0,14.71
2023-05-19,27.14,89.19,7.46
2023-05-20,27.66,86.53,5.44
2023-05-21,27.32,86.63,4.86
2023-05-22,27.16,86.68,7.69
2023-05-23,27.58,86.94,6.03
2023-05-24,27.64,87.44,3.77
2023-05-25,27.77,85.42,3.68
2023-05-26,27.65,86.57,1.29
2023-05-27,27.39,87.71,3.75
2023-05-28,27.18,86.44,4.44
2023-05-29,27.54,85.68,6.95
2023-05-30,27.57,83.35,1.91
2023-05-31,27.91,85.99,3.77
2023-06-01,27.58,88.8,6.72
2023-06-02,26.53,91.08,23.93
2023-06-03,26.45,86.88,7.51
2023-06-04,26.75,86.57,1.67
2023-06-05,26.89,88.0,2.08
2023-06-06,26.6,89.24,5.55
2023-06-07,26.05,90.73,15.68
2023-06-08,26.24,86.43,7.24
2023-06-09,26.73,86.2,6.67
2023-06-10,26.68,88.37,15.13
2023-06-11,26.32,85.46,3.35
2023-06-12,26.44,82.75,0.17
2023-06-13,26.4,83.22,0.08
2023-06-14,26.35,84.34,1.09
2023-06-15,26.24,85.84,3.22
2023-06-16,26.51,84.97,1.08
2023-06-17,26.5,85.12,0.54
2023-06-18,26.6,89.26,8.03
2023-06-19,26.16,90.07,7.43
2023-06-20,26.01,91.28,16.77
2023-06-21,25.77,90.06,40.04
2023-06-22,25.43,90.34,2.48
2023-06-23,25.61,90.09,17.74
2023-06-24,25.39,89.9,19.25
2023-06-25,24.99,87.59,1.88
2023-06-26,24.56,84.73,0.33
2023-06-27,24.51,87.12,0.68
2023-06-28,24.71,90.66,2.19
2023-06-29,24.75,92.15,2.02
2023-06-30,24.95,91.24,1.4
2023-07-01,25.29,91.34,2.72
2023-07-02,25.24,92.59,6.7
2023-07-03,25.24,91.01,4.73
2023-07-04,25.38,91.98,8.07
2023-07-05,25.49,91.33,7.73
2023-07-06,25.76,90.91,2.6
2023-07-07,25.86,89.75,7.82
2023-07-08,25.19,93.03,110.47
2023-07-09,25.25,91.82,16.38
2023-07-10,25.71,88.82,5.27
2023-07-11,25.75,88.48,3.26
2023-07-12,25.42,90.58,12.13
2023-07-13,25.67,88.94,8.73
2023-07-14,25.89,88.25,3.15
2023-07-15,26.13,89.47,3.22
2023-07-16,26.08,89.82,7.16
2023-07-17,26.11,89.56,7.4
2023-07-18,26.17,89.14,4.37
2023-07-19,25.75,90.52,4.65
2023-07-20,25.86,90.72,2.35
2023-07-21,25.76,89.95,2.58
2023-07-22,25.28,90.34,4.17
2023-07-23,24.87,91.48,2.21
2023-07-24,24.99,91.85,2.37
2023-07-25,24.9,92.81,1.03
2023-07-26,25.21,90.87,0.43
2023-07-27,25.1,91.5,0.88
2023-07-28,25.01,92.39,0.96
2023-07-29,25.08,91.28,0.94
2023-07-30,25.03,92.03,4.5
2023-07-31,25.09,92.42,8.44
2023-08-01,24.97,91.84,5.66
2023-08-02,24.91,90.2,1.83
2023-08-03,24.82,88.28,1.25
2023-08-04,24.75,90.15,0.38
2023-08-05,24.78,90.61,0.73
2023-08-06,24.71,91.17,0.77
2023-08-07,25.13,89.82,0.65
2023-08-08,25.06,90.79,1.62
2023-08-09,24.84,89.96,1.48
2023-08-10,24.78,88.79,0.48
2023-08-11,24.84,87.53,0.18
2023-08-12,24.89,88.88,0.18
2023-08-13,24.67,90.43,0.5
2023-08-14,24.64,91.92,2.57
2023-08-15,24.68,91.97,1.82
2023-08-16,25.17,89.64,1.06
2023-08-17,25.03,92.24,4.11
2023-08-18,24.65,92.66,6.25
2023-08-19,24.58,91.83,5.83
2023-08-20,25.08,90.55,2.17
2023-08-21,24.89,92.84,2.31
2023-08-22,25.26,90.41,0.78
2023-08-23,25.35,90.36,1.67
2023-08-24,25.21,90.97,1.19
2023-08-25,25.25,90.34,1.48
2023-08-26,25.58,89.86,0.99
2023-08-27,25.54,89.74,1.48
2023-08-28,25.33,91.7,3.28
2023-08-29,25.57,90.76,1.54
2023-08-30,25.34,92.11,4.81
2023-08-31,25.49,91.11,2.82
2023-09-01,25.63,89.96,2.48
2023-09-02,25.16,92.08,7.6
2023-09-03,25.18,91.3,4.28
2023-09-04,25.21,90.51,0.79
2023-09-05,25.28,91.63,3.63
2023-09-06,25.54,90.26,2.15
2023-09-07,25.69,90.3,1.73
2023-09-08,25.72,91.15,8.17
2023-09-09,25.25,93.05,26.49
2023-09-10,25.62,90.84,2.37
2023-09-11,25.51,91.99,8.74
2023-09-12,25.37,92.38,10.09
2023-09-13,25.22,91.91,2.44
2023-09-14,25.44,89.49,1.32
2023-09-15,25.41,90.07,3.19
2023-09-16,25.48,91.76,7.51
2023-09-17,25.42,91.31,6.6
2023-09-18,25.32,91.02,2.32
2023-09-19,25.63,89.38,3.05
2023-09-20,25.7,90.68,3.46
2023-09-21,26.17,89.55,3.19
2023-09-22,26.05,90.45,9.82
2023-09-23,25.58,90.45,6.03
2023-09-24,25.9,89.28,1.89
2023-09-25,26.17,87.94,0.92
2023-09-26,26.4,86.92,0.44
2023-09-27,26.46,88.15,0.57
2023-09-28,26.5,89.47,2.89
2023-09-29,26.55,89.97,4.86
2023-09-30,26.71,89.67,3.57
2023-10-01,26.82,86.9,2.78
2023-10-02,26.77,85.1,1.22
2023-10-03,26.6,86.25,2.12
2023-10-04,26.79,85.68,1.67
2023-10-05,26.59,88.29,18.67
2023-10-06,26.42,88.88,6.35
2023-10-07,26.49,87.47,6.08
2023-10-08,26.07,88.68,5.68
2023-10-09,26.52,87.04,6.37
2023-10-10,26.7,89.37,6.48
2023-10-11,26.64,87.39,11.07
2023-10-12,26.23,88.22,12.46
2023-10-13,26.53,82.66,3.33
2023-10-14,26.72,87.58,3.25
2023-10-15,26.49,88.63,9.36
2023-10-16,26.14,89.4,9.86
2023-10-17,26.71,83.34,8.64
2023-10-18,27.18,85.06,1.66
2023-10-19,26.94,88.14,2.86
2023-10-20,27.19,86.08,4.72
2023-10-21,26.95,88.68,7.61
2023-10-22,27.09,88.39,4.27
2023-10-23,26.7,88.65,4.88
2023-10-24,26.63,86.38,3.56
2023-10-25,26.9,87.29,1.24
2023-10-26,26.75,89.34,2.57
2023-10-27,26.78,88.26,0.84
2023-10-28,26.87,86.31,1.15
2023-10-29,27.2,85.03,3.79
2023-10-30,27.27,87.36,4.86
2023-10-31,26.95,88.77,7.52
2023-11-01,27.05,84.51,6.89
2023-11-02,27.21,85.22,2.39
2023-11-03,27.52,87.11,3.95
2023-11-04,27.15,87.47,3.91
2023-11-05,27.45,85.24,3.15
2023-11-06,27.45,86.87,7.28
2023-11-07,27.04,86.99,6.95
2023-11-08,26.83,87.91,15.07
2023-11-09,27.1,85.42,5.54
2023-11-10,27.33,86.73,4.34
2023-11-11,27.34,88.47,7.2
2023-11-12,27.5,87.21,1.89
2023-11-13,27.76,84.85,1.23
2023-11-14,27.92,84.46,2.85
2023-11-15,27.42,85.66,1.47
2023-11-16,27.8,78.21,1.63
2023-11-17,27.5,85.02,1.62
2023-11-18,27.27,87.16,1.63
2023-11-19,27.23,86.5,1.74
2023-11-20,27.8,84.19,1.22
2023-11-21,27.35,88.22,1.63
2023-11-22,27.6,85.61,8.63
2023-11-23,27.64,84.39,7.82
2023-11-24,27.16,89.51,14.15
2023-11-25,27.19,87.26,32.36
2023-11-26,26.55,83.4,13.58
2023-11-27,27.03,80.79,0.97
2023-11-28,27.13,84.5,5.02
2023-11-29,26.78,82.83,6.46
2023-11-30,27.35,82.16,2.11
2023-12-01,27.14,88.87,6.26
2023-12-02,27.56,85.45,1.49
2023-12-03,27.72,84.01,1.98
2023-12-04,27.9,84.13,1.51
2023-12-05,27.73,85.18,2.28
2023-12-06,27.74,84.1,1.89
2023-12-07,27.61,85.25,2.15
2023-12-08,27.66,77.72,1.43
2023-12-09,28.25,80.37,0.19
2023-12-10,27.97,84.68,0.36
2023-12-11,28.02,82.46,0.47
2023-12-12,27.82,80.92,0.46
2023-12-13,27.46,65.67,0.18
2023-12-14,27.94,63.27,0.0
2023-12-15,28.07,70.09,0.0
2023-12-16,28.27,71.61,0.0
2023-12-17,27.96,74.39,0.02
2023-12-18,27.91,73.49,0.08
2023-12-19,27.51,74.05,0.06
2023-12-20,27.44,65.37,0.1
2023-12-21,27.19,63.98,0.0
2023-12-22,28.17,64.81,0.0
2023-12-23,27.81,72.39,0.02
2023-12-24,28.43,80.37,0.05
2023-12-25,28.49,79.82,0.03
2023-12-26,28.1,71.9,0.04
2023-12-27,28.36,77.02,0.44
2023-12-28,28.16,80.69,0.67
2023-12-29,28.54,78.41,0.07
2023-12-30,28.45,81.09,0.2
2023-12-31,28.44,79.31,0.26
2024-01-01,28.46,80.97,0.69
2024-01-02,28.54,81.36,1.78
2024-01-03,28.39,81.87,1.58
2024-01-04,28.42,81.72,1.1
2024-01-05,28.15,83.21,1.38
2024-01-06,27.92,84.81,2.79
2024-01-07,28.06,82.53,2.02
2024-01-08,28.28,84.46,4.2
2024-01-09,28.24,85.1,8.65
2024-01-10,28.24,83.65,6.68
2024-01-11,28.91,74.56,0.55
2024-01-12,28.37,81.22,0.3
2024-01-13,28.23,83.57,0.49
2024-01-14,28.23,82.89,0.29
2024-01-15,28.38,81.83,0.93
2024-01-16,28.24,80.46,0.24
2024-01-17,27.77,78.17,0.08
2024-01-18,27.66,80.0,0.01
2024-01-19,27.89,77.33,0.01
2024-01-20,28.28,78.8,0.08
2024-01-21,28.79,78.15,0.56
2024-01-22,28.16,82.19,0.96
2024-01-23,28.0,83.6,1.07
2024-01-24,28.11,82.42,0.94
2024-01-25,28.26,80.21,1.16
2024-01-26,28.55,65.99,0.24
2024-01-27,28.56,63.76,0.02
2024-01-28,28.33,69.65,0.0
2024-01-29,27.96,76.05,0.0
2024-01-30,27.95,79.11,0.03
2024-01-31,28.19,81.81,0.06
2024-02-01,27.96,83.9,0.22
2024-02-02,28.85,77.85,0.13
2024-02-03,27.81,85.18,0.14
2024-02-04,27.55,84.6,0.1
2024-02-05,27.74,83.55,0.05
2024-02-06,27.76,82.17,0.01
2024-02-07,27.48,80.28,0.0
2024-02-08,27.61,84.33,0.0
2024-02-09,28.26,82.28,0.01
2024-02-10,28.46,83.2,0.38
2024-02-11,28.63,83.94,1.29
2024-02-12,28.31,86.7,2.21
2024-02-13,28.97,85.19,2.23
2024-02-14,29.42,83.52,2.0
2024-02-15,29.33,83.56,5.89
2024-02-16,28.87,83.21,1.53
2024-02-17,28.94,80.3,1.42
2024-02-18,28.82,80.94,1.47
2024-02-19,28.69,82.16,2.81
2024-02-20,28.73,81.7,3.41
2024-02-21,28.57,84.11,5.57
2024-02-22,28.5,83.81,8.35
2024-02-23,28.53,82.42,2.78
2024-02-24,28.59,82.27,1.51
2024-02-25,28.44,81.61,0.55
2024-02-26,28.33,83.22,0.72
2024-02-27,28.56,83.39,0.96
2024-02-28,28.84,81.45,0.72
2024-02-29,28.71,81.49,0.82
2024-03-01,28.53,79.12,1.35
2024-03-02,28.33,83.73,21.87
2024-03-03,27.64,87.46,16.09
2024-03-04,28.21,80.65,3.77
2024-03-05,28.12,84.6,7.15
2024-03-06,28.06,85.95,13.31
2024-03-07,27.8,86.05,0.96
2024-03-08,27.73,86.21,0.7
2024-03-09,27.77,86.31,0.98
2024-03-10,28.16,85.97,0.34
2024-03-11,28.51,85.41,0.85
2024-03-12,28.3,85.57,13.66
2024-03-13,28.34,85.96,8.0
2024-03-14,28.42,86.7,15.52
2024-03-15,28.28,84.29,3.11
2024-03-16,28.49,83.87,5.04
2024-03-17,28.64,86.38,10.11
2024-03-18,28.43,87.25,19.89
2024-03-19,28.27,87.9,27.67
2024-03-20,28.43,82.79,5.67
2024-03-21,28.69,84.63,9.05
2024-03-22,28.47,82.63,1.78
2024-03-23,27.86,85.56,1.92
2024-03-24,28.09,81.86,0.39
2024-03-25,28.6,84.81,0.92
2024-03-26,28.5,85.9,2.2
2024-03-27,29.01,83.13,2.21
2024-03-28,29.34,83.82,4.43
2024-03-29,28.83,85.33,5.65
2024-03-30,28.91,84.75,3.19
2024-03-31,28.95,85.18,4.12
2024-04-01,28.95,85.01,2.79
2024-04-02,28.6,87.02,5.06
2024-04-03,28.45,87.63,6.54
2024-04-04,28.8,84.45,3.26
2024-04-05,28.69,86.93,8.62
2024-04-06,28.34,86.47,7.97
2024-04-07,28.23,86.94,2.9
2024-04-08,28.15,87.06,12.06
2024-04-09,28.34,84.05,2.07
2024-04-10,28.52,83.54,4.17
2024-04-11,28.73,82.89,2.73
2024-04-12,28.74,83.27,0.99
2024-04-13,28.8,81.73,1.15
2024-04-14,28.64,81.23,2.07
2024-04-15,28.85,82.97,1.7
2024-04-16,28.53,84.76,3.38
2024-04-17,28.3,86.55,1.99
2024-04-18,28.8,81.61,0.87
2024-04-19,28.72,88.17,3.41
2024-04-20,28.97,84.7,1.89
2024-04-21,28.96,85.51,11.22
2024-04-22,28.82,84.07,5.07
2024-04-23,28.51,85.65,22.63
2024-04-24,28.54,85.59,4.16
2024-04-25,28.61,85.67,5.13
2024-04-26,28.93,84.98,5.51
2024-04-27,28.95,84.55,3.06
2024-04-28,28.84,86.28,3.8
2024-04-29,28.44,84.73,8.89
2024-04-30,29.07,82.27,6.86
2024-05-01,28.13,87.1,19.3
2024-05-02,28.03,83.56,0.15
2024-05-03,28.35,81.67,1.02
2024-05-04,29.15,78.79,0.85
2024-05-05,28.86,85.79,1.48
2024-05-06,28.55,87.13,28.48
2024-05-07,27.94,87.03,3.37
2024-05-08,28.37,84.29,1.57
2024-05-09,28.61,85.15,2.53
2024-05-10,28.61,85.77,4.74
2024-05-11,28.55,86.28,16.23
2024-05-12,27.92,88.24,11.16
2024-05-13,28.03,82.69,8.46
2024-05-14,28.31,81.33,1.53
2024-05-15,28.67,84.22,11.81
2024-05-16,27.58,89.97,18.55
2024-05-17,27.98,86.75,2.72
2024-05-18,28.2,85.42,3.16
2024-05-19,28.41,86.18,3.92
2024-05-20,28.64,86.33,6.65
2024-05-21,28.32,89.51,13.68
2024-05-22,28.01,88.44,18.44
2024-05-23,27.54,87.7,12.89
2024-05-24,28.06,84.53,7.96
2024-05-25,27.57,85.78,17.02
2024-05-26,27.71,84.16,2.48
2024-05-27,27.94,82.64,0.28
2024-05-28,28.0,85.86,0.99
2024-05-29,28.14,86.01,1.48
2024-05-30,28.1,86.67,5.59
2024-05-31,27.92,87.51,6.33
2024-06-01,27.73,86.85,11.33
2024-06-02,27.0,89.47,10.99
2024-06-03,26.97,87.98,3.02
2024-06-04,27.16,87.84,5.23
2024-06-05,27.25,89.67,11.1
2024-06-06,26.95,88.76,17.74
2024-06-07,26.78,87.18,34.4
2024-06-08,27.08,85.73,3.11
2024-06-09,26.91,89.16,16.59
2024-06-10,26.8,89.43,10.44
2024-06-11,26.96,86.97,13.12
2024-06-12,27.06,85.97,1.78
2024-06-13,27.03,86.9,14.94
2024-06-14,26.54,89.46,17.94
2024-06-15,25.94,90.34,7.96
2024-06-16,26.25,87.69,2.91
2024-06-17,26.81,85.9,0.43
2024-06-18,26.93,87.61,0.92
2024-06-19,26.72,90.17,1.07
2024-06-20,26.57,89.98,5.56
2024-06-21,26.13,90.38,7.55
2024-06-22,26.19,90.06,3.48
2024-06-23,26.17,89.4,2.07
2024-06-24,26.44,90.19,4.65
2024-06-25,26.28,91.12,14.36
2024-06-26,25.74,92.44,15.16
2024-06-27,26.07,89.21,1.81
2024-06-28,25.95,91.15,9.46
2024-06-29,25.75,92.35,13.07
2024-06-30,25.69,92.69,8.15
2024-07-01,25.64,90.81,2.26
2024-07-02,26.04,89.08,4.64
2024-07-03,25.64,90.7,7.5
2024-07-04,25.62,89.85,4.91
2024-07-05,25.69,90.29,2.19
2024-07-06,25.61,91.77,1.34
2024-07-07,25.71,91.55,3.24
2024-07-08,25.26,91.76,5.55
2024-07-09,25.41,89.32,4.72
2024-07-10,25.32,88.62,1.15
2024-07-11,25.19,89.79,0.66
2024-07-12,25.09,90.86,1.81
2024-07-13,24.89,90.4,0.65
2024-07-14,24.81,89.86,0.72
2024-07-15,24.72,91.31,1.73
2024-07-16,24.72,91.61,0.77
2024-07-17,24.66,91.3,0.93
2024-07-18,24.74,91.5,1.08
2024-07-19,24.78,91.78,0.78
2024-07-20,24.63,92.64,1.03
2024-07-21,24.61,90.66,0.59
2024-07-22,24.57,89.53,0.25
2024-07-23,24.59,90.45,0.55
2024-07-24,24.56,91.07,0.24
2024-07-25,24.53,91.27,0.39
2024-07-26,24.5,91.2,0.3
2024-07-27,24.64,90.7,0.31
2024-07-28,24.49,91.89,0.37
2024-07-29,24.42,91.18,0.44
2024-07-30,24.6,88.54,0.42
2024-07-31,24.6,89.32,1.42
2024-08-01,24.5,90.39,1.75
2024-08-02,24.51,88.44,0.78
2024-08-03,24.73,87.82,0.21
2024-08-04,24.6,87.43,0.08
2024-08-05,24.55,87.17,0.09
2024-08-06,24.41,88.33,0.1
2024-08-07,24.36,87.9,0.27
2024-08-08,24.43,87.03,0.07
2024-08-09,24.3,89.01,0.17
2024-08-10,24.36,89.89,0.11
2024-08-11,24.64,89.01,0.23
2024-08-12,24.8,89.74,0.59
2024-08-13,24.96,90.67,0.87
2024-08-14,24.92,89.88,0.42
2024-08-15,24.69,88.7,0.18
2024-08-16,24.45,89.04,0.04
2024-08-17,24.34,90.87,1.58
2024-08-18,24.45,89.64,0.2
2024-08-19,24.46,90.18,0.57
2024-08-20,24.21,92.85,12.84
2024-08-21,24.4,91.4,0.83
2024-08-22,24.52,91.49,3.13
2024-08-23,24.11,93.05,2.41
2024-08-24,24.35,91.82,1.33
2024-08-25,24.5,90.1,0.69
2024-08-26,24.34,92.26,1.48
2024-08-27,24.43,91.82,0.67
2024-08-28,24.4,91.56,0.62
2024-08-29,24.43,89.96,0.22
2024-08-30,24.15,90.65,0.65
2024-08-31,23.75,91.36,0.73
2024-09-01,23.93,89.56,0.44
2024-09-02,24.2,89.36,0.18
2024-09-03,24.28,90.0,0.23
2024-09-04,24.67,88.24,0.21
2024-09-05,24.66,86.4,0.08
2024-09-06,24.76,85.79,0.02
2024-09-07,24.73,87.05,0.31
2024-09-08,24.95,86.72,1.18
2024-09-09,25.16,86.32,0.3
2024-09-10,25.32,88.78,1.27
2024-09-11,25.22,90.86,3.95
2024-09-12,25.41,89.08,2.12
2024-09-13,25.51,88.45,1.57
2024-09-14,25.4,89.21,3.45
2024-09-15,25.43,88.18,1.32
2024-09-16,25.67,86.83,0.85
2024-09-17,25.49,88.88,7.48
2024-09-18,25.3,89.64,2.21
2024-09-19,25.07,88.49,0.39
2024-09-20,25.36,87.62,0.24
2024-09-21,25.76,87.21,0.23
2024-09-22,25.96,88.03,1.64
2024-09-23,25.67,88.82,16.8
